EMILeft,Int. Rate,InterestPaid,LoanAmount,LoanType,PrincipalOutstanding,PrincipalPaid,StartDate,Tenure,_id
129,9.50%,"7,916.67","10,00,000",Home-Abhyudaya Co-operative Bank,"9,95,570.67","4,429.33",2022-10-09T18:30:00.000Z,10Y 9M 10D,6343bb84b43c3f5fa38ef8c1
