__v,_id,imgurl,name,url
0,62d922e9af98799f3191bb31,./assets/news5.jpg,Are money markets sending out distress smoke signals?,https://www.moneycontrol.com/news/opinion/are-money-markets-sending-out-distress-smoke-signals-9307801.html
0,6343f0b53597ae050b5f6c5f,./assets/news1.jpg,FMCG firms under pressure amid soaring inflation,https://www.moneycontrol.com/news/business/earnings/consumer-goods-firms-under-pressure-amid-soaring-inflation-9301641.html
0,6343f3b03597ae050b5f6c60,./assets/news2.jpg,Adani group said to be in talks for Jaiprakash’s Cement unit for $606 million,https://www.moneycontrol.com/news/business/adani-group-said-to-be-in-talks-for-jaiprakashs-cement-unit-for-606-million-9302021.html
0,6343f40d3597ae050b5f6c61,./assets/news3.jpg,Top 10 trading ideas for next 3-4 weeks amid sustained volatility,https://www.moneycontrol.com/news/business/markets/top-10-trading-ideas-for-next-3-4-weeks-amid-sustained-volatility-9296931.html
0,6343f9dc3597ae050b5f6c62,./assets/news6.jpg,Titan Company: Show set to take on more sparkle,https://www.moneycontrol.com/news/business/stocks/titan-company-show-set-to-take-on-more-sparkle-9301351.html
0,6343fa713597ae050b5f6c63,./assets/news7.jpg,"Jaypee group firms clear divestment of cement unit, non-core assets to lower debt",https://www.moneycontrol.com/news/business/jaiprakash-power-ventures-to-divest-nigrie-cement-grinding-unit-other-non-core-asstes-9301321.html
0,634547b5f335140018d29b3f,,Only 21.1% Indians see climate change as a pressing issue: Survey,https://www.moneycontrol.com/news/india/only-21-1-indians-see-climate-change-as-a-pressing-issue-survey-9310181.html
0,634548a3f335140018d29b40,,"Eknath Shinde faction gives EC peepal tree, sword, sun as its fresh choices for poll symbol",https://www.moneycontrol.com/news/politics/eknath-shinde-faction-gives-ec-peepal-tree-sword-sun-as-its-fresh-choices-for-poll-symbol-9309981.html
0,63454930f335140018d29b41,,"Who is Roger Binny, the man succeeding Sourav Ganguly as BCCI president",https://www.moneycontrol.com/news/trends/sports-trends/who-is-roger-binny-the-man-succeeding-sourav-ganguly-as-bcci-president-9310401.html
